"well","time","value"
"C1",0.5,0.0488
"C1",1,0.0598
"C1",1.5,0.0643
"C1",2,0.0728
"C1",2.5,0.0778
"C1",3,0.0924
"C1",3.5,0.1028
"C1",4,0.1282
"C1",4.5,0.1532
"C1",5,0.1882
"C1",5.5,0.2288
"C1",6,0.2728
"C1",6.5,0.3348
"C1",7,0.4042
"C1",7.5,0.4697
"C1",8,0.548
"C1",8.5,0.6214
"C1",9,0.6925
"C1",9.5,0.7603
"C1",10,0.8189
"C1",10.5,0.8646
"C1",11,0.9073
"C1",11.5,0.9416
"C1",12,0.9626
"C1",12.5,0.9899
"C1",13,0.9995
"C1",13.5,1.0187
"C1",14,1.023
"C1",14.5,1.0281
"C1",15,1.0384
"C1",15.5,1.0388
"C1",16,1.0457
"C1",16.5,1.0424
"C1",17,1.0437
"C1",17.5,1.0456
"C1",18,1.0435
"C1",18.5,1.0488
"C1",19,1.0477
"C1",19.5,1.0443
"C1",20,1.0502
"C1",20.5,1.0494
"C1",21,1.0496
"C1",21.5,1.049
"C1",22,1.0487
"C1",22.5,1.0475
"C1",23,1.0515
"C1",23.5,1.0514
"C1",24,1.0522
"C2",0,0.0599
"C2",0.5,0.0612
"C2",1,0.0693
"C2",1.5,0.0689
"C2",2,0.0808
"C2",2.5,0.0896
"C2",3,0.1033
"C2",3.5,0.1264
"C2",4,0.1494
"C2",4.5,0.1811
"C2",5,0.2134
"C2",5.5,0.2613
"C2",6,0.3133
"C2",6.5,0.3834
"C2",7,0.4655
"C2",7.5,0.5414
"C2",8,0.6253
"C2",8.5,0.7151
"C2",9,0.8012
"C2",9.5,0.8683
"C2",10,0.9389
"C2",10.5,0.9978
"C2",11,1.0493
"C2",11.5,1.0795
"C2",12,1.1159
"C2",12.5,1.1334
"C2",13,1.1496
"C2",13.5,1.163
"C2",14,1.1761
"C2",14.5,1.1846
"C2",15,1.1895
"C2",15.5,1.198
"C2",16,1.1987
"C2",16.5,1.2003
"C2",17,1.2006
"C2",17.5,1.1999
"C2",18,1.1989
"C2",18.5,1.2061
"C2",19,1.2061
"C2",19.5,1.2105
"C2",20,1.2076
"C2",20.5,1.2094
"C2",21,1.2072
"C2",21.5,1.2048
"C2",22,1.2082
"C2",22.5,1.2084
"C2",23,1.205
"C2",23.5,1.2074
"C2",24,1.2135
"C3",0,0.0592
"C3",0.5,0.0595
"C3",1,0.0629
"C3",1.5,0.0757
"C3",2,0.0817
"C3",2.5,0.0921
"C3",3,0.1085
"C3",3.5,0.1268
"C3",4,0.1482
"C3",4.5,0.1706
"C3",5,0.2127
"C3",5.5,0.2555
"C3",6,0.3209
"C3",6.5,0.3819
"C3",7,0.4523
"C3",7.5,0.5411
"C3",8,0.6264
"C3",8.5,0.7164
"C3",9,0.7948
"C3",9.5,0.8775
"C3",10,0.9394
"C3",10.5,0.9913
"C3",11,1.0363
"C3",11.5,1.0783
"C3",12,1.1071
"C3",12.5,1.1316
"C3",13,1.1518
"C3",13.5,1.1625
"C3",14,1.1703
"C3",14.5,1.1875
"C3",15,1.1937
"C3",15.5,1.2
"C3",16,1.1984
"C3",16.5,1.1976
"C3",17,1.2004
"C3",17.5,1.1983
"C3",18,1.2054
"C3",18.5,1.1983
"C3",19,1.2
"C3",19.5,1.2089
"C3",20,1.2141
"C3",20.5,1.2052
"C3",21,1.2106
"C3",21.5,1.2022
"C3",22,1.2082
"C3",22.5,1.2044
"C3",23,1.2007
"C3",23.5,1.2045
"C3",24,1.2048
"C4",0,0.0584
"C4",0.5,0.0648
"C4",1,0.0653
"C4",1.5,0.0732
"C4",2,0.0829
"C4",2.5,0.0865
"C4",3,0.1027
"C4",3.5,0.1253
"C4",4,0.145
"C4",4.5,0.1684
"C4",5,0.2113
"C4",5.5,0.2632
"C4",6,0.3162
"C4",6.5,0.3827
"C4",7,0.459
"C4",7.5,0.5438
"C4",8,0.6262
"C4",8.5,0.7151
"C4",9,0.7977
"C4",9.5,0.8683
"C4",10,0.9377
"C4",10.5,0.993
"C4",11,1.0427
"C4",11.5,1.0748
"C4",12,1.1139
"C4",12.5,1.1366
"C4",13,1.148
"C4",13.5,1.1623
"C4",14,1.1719
"C4",14.5,1.182
"C4",15,1.1868
"C4",15.5,1.193
"C4",16,1.1903
"C4",16.5,1.1988
"C4",17,1.2002
"C4",17.5,1.1967
"C4",18,1.2033
"C4",18.5,1.2034
"C4",19,1.2031
"C4",19.5,1.2042
"C4",20,1.2057
"C4",20.5,1.2058
"C4",21,1.2036
"C4",21.5,1.2085
"C4",22,1.205
"C4",22.5,1.2048
"C4",23,1.2081
"C4",23.5,1.2082
"C4",24,1.2032
"C5",0,0.047
"C5",0.5,0.0479
"C5",1,0.0465
"C5",1.5,0.0447
"C5",2,0.0509
"C5",2.5,0.0496
"C5",3,0.0519
"C5",3.5,0.05
"C5",4,0.0512
"C5",4.5,0.0485
"C5",5,0.0471
"C5",5.5,0.0523
"C5",6,0.0523
"C5",6.5,0.0448
"C5",7,0.0526
"C5",7.5,0.0447
"C5",8,0.0499
"C5",8.5,0.0488
"C5",9,0.0496
"C5",9.5,0.0533
"C5",10,0.0462
"C5",10.5,0.0492
"C5",11,0.0577
"C5",11.5,0.0456
"C5",12,0.0481
"C5",12.5,0.0499
"C5",13,0.0506
"C5",13.5,0.0484
"C5",14,0.0492
"C5",14.5,0.0533
"C5",15,0.0495
"C5",15.5,0.0508
"C5",16,0.0511
"C5",16.5,0.0512
"C5",17,0.0515
"C5",17.5,0.0502
"C5",18,0.0479
"C5",18.5,0.0498
"C5",19,0.0471
"C5",19.5,0.0503
"C5",20,0.049
"C5",20.5,0.0496
"C5",21,0.0467
"C5",21.5,0.0492
"C5",22,0.0467
"C5",22.5,0.0488
"C5",23,0.0516
"C5",23.5,0.0507
"C5",24,0.0527
"C6",0,0.0617
"C6",0.5,0.0628
"C6",1,0.0635
"C6",1.5,0.076
"C6",2,0.0787
"C6",2.5,0.09
"C6",3,0.1055
"C6",3.5,0.1209
"C6",4,0.1516
"C6",4.5,0.1807
"C6",5,0.2199
"C6",5.5,0.2717
"C6",6,0.3346
"C6",6.5,0.4036
"C6",7,0.485
"C6",7.5,0.5682
"C6",8,0.6623
"C6",8.5,0.7568
"C6",9,0.8361
"C6",9.5,0.919
"C6",10,0.9923
"C6",10.5,1.0502
"C6",11,1.1037
"C6",11.5,1.1431
"C6",12,1.169
"C6",12.5,1.1971
"C6",13,1.2117
"C6",13.5,1.2277
"C6",14,1.243
"C6",14.5,1.2481
"C6",15,1.2556
"C6",15.5,1.2615
"C6",16,1.2592
"C6",16.5,1.2633
"C6",17,1.2693
"C6",17.5,1.268
"C6",18,1.2676
"C6",18.5,1.27
"C6",19,1.2649
"C6",19.5,1.268
"C6",20,1.272
"C6",20.5,1.2665
"C6",21,1.2719
"C6",21.5,1.2726
"C6",22,1.268
"C6",22.5,1.2746
"C6",23,1.2698
"C6",23.5,1.2729
"C6",24,1.2683
"C7",0,0.0619
"C7",0.5,0.0604
"C7",1,0.0638
"C7",1.5,0.0775
"C7",2,0.0789
"C7",2.5,0.0952
"C7",3,0.1073
"C7",3.5,0.1278
"C7",4,0.1523
"C7",4.5,0.1837
"C7",5,0.2231
"C7",5.5,0.2687
"C7",6,0.3269
"C7",6.5,0.3923
"C7",7,0.4695
"C7",7.5,0.5563
"C7",8,0.6466
"C7",8.5,0.7329
"C7",9,0.8234
"C7",9.5,0.8965
"C7",10,0.9686
"C7",10.5,1.0288
"C7",11,1.0711
"C7",11.5,1.1168
"C7",12,1.1384
"C7",12.5,1.1695
"C7",13,1.1919
"C7",13.5,1.2032
"C7",14,1.215
"C7",14.5,1.2186
"C7",15,1.2272
"C7",15.5,1.2342
"C7",16,1.2303
"C7",16.5,1.2398
"C7",17,1.2344
"C7",17.5,1.2385
"C7",18,1.2489
"C7",18.5,1.2433
"C7",19,1.2421
"C7",19.5,1.2457
"C7",20,1.2424
"C7",20.5,1.2452
"C7",21,1.2425
"C7",21.5,1.2366
"C7",22,1.2451
"C7",22.5,1.2423
"C7",23,1.2421
"C7",23.5,1.2439
"C7",24,1.2479
"C8",0,0.0549
"C8",0.5,0.0646
"C8",1,0.0628
"C8",1.5,0.075
"C8",2,0.0792
"C8",2.5,0.0947
"C8",3,0.1098
"C8",3.5,0.1271
"C8",4,0.1448
"C8",4.5,0.178
"C8",5,0.2286
"C8",5.5,0.2763
"C8",6,0.3309
"C8",6.5,0.4037
"C8",7,0.4766
"C8",7.5,0.5685
"C8",8,0.6546
"C8",8.5,0.7447
"C8",9,0.834
"C8",9.5,0.915
"C8",10,0.9812
"C8",10.5,1.0407
"C8",11,1.0948
"C8",11.5,1.1365
"C8",12,1.1631
"C8",12.5,1.1837
"C8",13,1.206
"C8",13.5,1.2226
"C8",14,1.2279
"C8",14.5,1.2377
"C8",15,1.2496
"C8",15.5,1.2565
"C8",16,1.2501
"C8",16.5,1.2552
"C8",17,1.2589
"C8",17.5,1.2609
"C8",18,1.2608
"C8",18.5,1.2596
"C8",19,1.265
"C8",19.5,1.2646
"C8",20,1.2631
"C8",20.5,1.2639
"C8",21,1.261
"C8",21.5,1.2635
"C8",22,1.2653
"C8",22.5,1.2601
"C8",23,1.2641
"C8",23.5,1.2604
"C8",24,1.2674
"C9",0,0.0572
"C9",0.5,0.0602
"C9",1,0.0641
"C9",1.5,0.0719
"C9",2,0.0831
"C9",2.5,0.0938
"C9",3,0.1069
"C9",3.5,0.126
"C9",4,0.146
"C9",4.5,0.1772
"C9",5,0.2181
"C9",5.5,0.2627
"C9",6,0.3181
"C9",6.5,0.3843
"C9",7,0.473
"C9",7.5,0.5432
"C9",8,0.6355
"C9",8.5,0.7284
"C9",9,0.8085
"C9",9.5,0.8819
"C9",10,0.9514
"C9",10.5,1.0126
"C9",11,1.0553
"C9",11.5,1.0914
"C9",12,1.1278
"C9",12.5,1.1527
"C9",13,1.1624
"C9",13.5,1.1814
"C9",14,1.1901
"C9",14.5,1.1997
"C9",15,1.2051
"C9",15.5,1.2079
"C9",16,1.2126
"C9",16.5,1.2101
"C9",17,1.2114
"C9",17.5,1.2191
"C9",18,1.2182
"C9",18.5,1.2183
"C9",19,1.2142
"C9",19.5,1.218
"C9",20,1.2206
"C9",20.5,1.2187
"C9",21,1.2206
"C9",21.5,1.2217
"C9",22,1.2202
"C9",22.5,1.2219
"C9",23,1.22
"C9",23.5,1.2198
"C9",24,1.22
"C10",0,0.0587
"C10",0.5,0.0661
"C10",1,0.0715
"C10",1.5,0.0751
"C10",2,0.0825
"C10",2.5,0.0879
"C10",3,0.1128
"C10",3.5,0.1281
"C10",4,0.1534
"C10",4.5,0.1871
"C10",5,0.2239
"C10",5.5,0.2714
"C10",6,0.3336
"C10",6.5,0.4021
"C10",7,0.4873
"C10",7.5,0.5721
"C10",8,0.6639
"C10",8.5,0.7548
"C10",9,0.8466
"C10",9.5,0.9198
"C10",10,0.9937
"C10",10.5,1.0499
"C10",11,1.1043
"C10",11.5,1.1446
"C10",12,1.1775
"C10",12.5,1.2013
"C10",13,1.2223
"C10",13.5,1.2349
"C10",14,1.2463
"C10",14.5,1.2584
"C10",15,1.263
"C10",15.5,1.2695
"C10",16,1.2708
"C10",16.5,1.2697
"C10",17,1.2734
"C10",17.5,1.2695
"C10",18,1.2762
"C10",18.5,1.276
"C10",19,1.28
"C10",19.5,1.279
"C10",20,1.2811
"C10",20.5,1.2849
"C10",21,1.2756
"C10",21.5,1.2779
"C10",22,1.2782
"C10",22.5,1.2767
"C10",23,1.2837
"C10",23.5,1.2757
"C10",24,1.2779
"C11",0,0.06
"C11",0.5,0.0642
"C11",1,0.0715
"C11",1.5,0.074
"C11",2,0.0836
"C11",2.5,0.0971
"C11",3,0.1112
"C11",3.5,0.1291
"C11",4,0.1521
"C11",4.5,0.1838
"C11",5,0.2261
"C11",5.5,0.2752
"C11",6,0.3313
"C11",6.5,0.4026
"C11",7,0.486
"C11",7.5,0.572
"C11",8,0.6552
"C11",8.5,0.753
"C11",9,0.835
"C11",9.5,0.91
"C11",10,0.9886
"C11",10.5,1.0446
"C11",11,1.0966
"C11",11.5,1.1394
"C11",12,1.1683
"C11",12.5,1.1886
"C11",13,1.2081
"C11",13.5,1.22
"C11",14,1.2314
"C11",14.5,1.2436
"C11",15,1.2474
"C11",15.5,1.2548
"C11",16,1.2588
"C11",16.5,1.2599
"C11",17,1.2596
"C11",17.5,1.2577
"C11",18,1.2636
"C11",18.5,1.2609
"C11",19,1.2665
"C11",19.5,1.2673
"C11",20,1.2663
"C11",20.5,1.2624
"C11",21,1.2635
"C11",21.5,1.2644
"C11",22,1.2664
"C11",22.5,1.2731
"C11",23,1.2633
"C11",23.5,1.2596
"C11",24,1.2658
"C12",0,0.0474
"C12",0.5,0.0572
"C12",1,0.0619
"C12",1.5,0.0659
"C12",2,0.0715
"C12",2.5,0.0786
"C12",3,0.0894
"C12",3.5,0.1079
"C12",4,0.1211
"C12",4.5,0.1547
"C12",5,0.1824
"C12",5.5,0.2267
"C12",6,0.2707
"C12",6.5,0.3333
"C12",7,0.393
"C12",7.5,0.4625
"C12",8,0.539
"C12",8.5,0.6094
"C12",9,0.6818
"C12",9.5,0.75
"C12",10,0.7987
"C12",10.5,0.8493
"C12",11,0.892
"C12",11.5,0.9288
"C12",12,0.9518
"C12",12.5,0.9679
"C12",13,0.9858
"C12",13.5,0.9978
"C12",14,1.0054
"C12",14.5,1.0125
"C12",15,1.0147
"C12",15.5,1.022
"C12",16,1.0214
"C12",16.5,1.0285
"C12",17,1.0245
"C12",17.5,1.0313
"C12",18,1.0328
"C12",18.5,1.0332
"C12",19,1.0374
"C12",19.5,1.0261
"C12",20,1.0293
"C12",20.5,1.0267
"C12",21,1.0316
"C12",21.5,1.0285
"C12",22,1.0325
"C12",22.5,1.0317
"C12",23,1.0263
"C12",23.5,1.033
"C12",24,1.0352
"D1",0,0.0562
"D1",0.5,0.0536
"D1",1,0.0551
"D1",1.5,0.0595
"D1",2,0.0676
"D1",2.5,0.0768
"D1",3,0.0866
"D1",3.5,0.1067
"D1",4,0.129
"D1",4.5,0.15
"D1",5,0.1811
"D1",5.5,0.2209
"D1",6,0.275
"D1",6.5,0.3305
"D1",7,0.3906
"D1",7.5,0.466
"D1",8,0.5405
"D1",8.5,0.6125
"D1",9,0.6824
"D1",9.5,0.7494
"D1",10,0.8061
"D1",10.5,0.8551
"D1",11,0.8913
"D1",11.5,0.9294
"D1",12,0.9581
"D1",12.5,0.9787
"D1",13,0.9965
"D1",13.5,1.0037
"D1",14,1.0093
"D1",14.5,1.02
"D1",15,1.0266
"D1",15.5,1.0324
"D1",16,1.0324
"D1",16.5,1.0361
"D1",17,1.0351
"D1",17.5,1.0319
"D1",18,1.0338
"D1",18.5,1.0415
"D1",19,1.0389
"D1",19.5,1.0358
"D1",20,1.0359
"D1",20.5,1.0356
"D1",21,1.0385
"D1",21.5,1.0375
"D1",22,1.0359
"D1",22.5,1.0414
"D1",23,1.0384
"D1",23.5,1.0403
"D1",24,1.0374
"D2",0,0.0602
"D2",0.5,0.0615
"D2",1,0.0651
"D2",1.5,0.0747
"D2",2,0.0822
"D2",2.5,0.0947
"D2",3,0.1091
"D2",3.5,0.1303
"D2",4,0.1551
"D2",4.5,0.1786
"D2",5,0.2261
"D2",5.5,0.2701
"D2",6,0.3311
"D2",6.5,0.4002
"D2",7,0.4785
"D2",7.5,0.5628
"D2",8,0.653
"D2",8.5,0.7487
"D2",9,0.8381
"D2",9.5,0.9122
"D2",10,0.9816
"D2",10.5,1.0376
"D2",11,1.0834
"D2",11.5,1.1268
"D2",12,1.1581
"D2",12.5,1.1827
"D2",13,1.201
"D2",13.5,1.2196
"D2",14,1.231
"D2",14.5,1.2374
"D2",15,1.2383
"D2",15.5,1.2454
"D2",16,1.2529
"D2",16.5,1.253
"D2",17,1.2508
"D2",17.5,1.2534
"D2",18,1.2523
"D2",18.5,1.2588
"D2",19,1.2551
"D2",19.5,1.2601
"D2",20,1.2616
"D2",20.5,1.2605
"D2",21,1.2566
"D2",21.5,1.2547
"D2",22,1.2557
"D2",22.5,1.2584
"D2",23,1.2571
"D2",23.5,1.2616
"D2",24,1.2583
"D3",0,0.0595
"D3",0.5,0.0648
"D3",1,0.0677
"D3",1.5,0.0708
"D3",2,0.0858
"D3",2.5,0.085
"D3",3,0.1067
"D3",3.5,0.1229
"D3",4,0.145
"D3",4.5,0.1727
"D3",5,0.2112
"D3",5.5,0.2637
"D3",6,0.314
"D3",6.5,0.3789
"D3",7,0.452
"D3",7.5,0.5344
"D3",8,0.6207
"D3",8.5,0.7019
"D3",9,0.7907
"D3",9.5,0.8621
"D3",10,0.9319
"D3",10.5,0.9865
"D3",11,1.0341
"D3",11.5,1.0633
"D3",12,1.0986
"D3",12.5,1.1189
"D3",13,1.1376
"D3",13.5,1.1494
"D3",14,1.1621
"D3",14.5,1.1695
"D3",15,1.1686
"D3",15.5,1.1819
"D3",16,1.183
"D3",16.5,1.182
"D3",17,1.1834
"D3",17.5,1.186
"D3",18,1.1843
"D3",18.5,1.1902
"D3",19,1.1948
"D3",19.5,1.1913
"D3",20,1.1926
"D3",20.5,1.1868
"D3",21,1.1868
"D3",21.5,1.1888
"D3",22,1.1938
"D3",22.5,1.189
"D3",23,1.1934
"D3",23.5,1.1911
"D3",24,1.1929
"D4",0,0.0634
"D4",0.5,0.0637
"D4",1,0.0658
"D4",1.5,0.0743
"D4",2,0.0795
"D4",2.5,0.0904
"D4",3,0.1104
"D4",3.5,0.1264
"D4",4,0.1469
"D4",4.5,0.1723
"D4",5,0.2195
"D4",5.5,0.2639
"D4",6,0.3141
"D4",6.5,0.3874
"D4",7,0.4625
"D4",7.5,0.5448
"D4",8,0.6307
"D4",8.5,0.7169
"D4",9,0.7991
"D4",9.5,0.8762
"D4",10,0.9381
"D4",10.5,0.9973
"D4",11,1.0441
"D4",11.5,1.0819
"D4",12,1.1089
"D4",12.5,1.1358
"D4",13,1.1524
"D4",13.5,1.1686
"D4",14,1.1775
"D4",14.5,1.1828
"D4",15,1.1926
"D4",15.5,1.1967
"D4",16,1.197
"D4",16.5,1.1999
"D4",17,1.2091
"D4",17.5,1.2044
"D4",18,1.2036
"D4",18.5,1.2041
"D4",19,1.2082
"D4",19.5,1.2079
"D4",20,1.2088
"D4",20.5,1.2063
"D4",21,1.2057
"D4",21.5,1.2029
"D4",22,1.2096
"D4",22.5,1.2137
"D4",23,1.2024
"D4",23.5,1.2097
"D4",24,1.2037
"D5",0,0.0543
"D5",0.5,0.0672
"D5",1,0.0693
"D5",1.5,0.0664
"D5",2,0.0828
"D5",2.5,0.0922
"D5",3,0.1053
"D5",3.5,0.1222
"D5",4,0.1445
"D5",4.5,0.1816
"D5",5,0.216
"D5",5.5,0.2653
"D5",6,0.3254
"D5",6.5,0.3934
"D5",7,0.4678
"D5",7.5,0.5515
"D5",8,0.6419
"D5",8.5,0.7256
"D5",9,0.8143
"D5",9.5,0.8911
"D5",10,0.9594
"D5",10.5,1.0158
"D5",11,1.0594
"D5",11.5,1.0973
"D5",12,1.1301
"D5",12.5,1.159
"D5",13,1.1758
"D5",13.5,1.1881
"D5",14,1.1985
"D5",14.5,1.2105
"D5",15,1.21
"D5",15.5,1.2216
"D5",16,1.224
"D5",16.5,1.2225
"D5",17,1.2267
"D5",17.5,1.2311
"D5",18,1.2334
"D5",18.5,1.2346
"D5",19,1.2318
"D5",19.5,1.2305
"D5",20,1.2328
"D5",20.5,1.2309
"D5",21,1.2288
"D5",21.5,1.2345
"D5",22,1.2341
"D5",22.5,1.2359
"D5",23,1.2372
"D5",23.5,1.2366
"D5",24,1.2346
"D6",0,0.0612
"D6",0.5,0.0678
"D6",1,0.0576
"D6",1.5,0.0684
"D6",2,0.078
"D6",2.5,0.0945
"D6",3,0.1104
"D6",3.5,0.1236
"D6",4,0.1554
"D6",4.5,0.1823
"D6",5,0.222
"D6",5.5,0.2689
"D6",6,0.3292
"D6",6.5,0.3984
"D6",7,0.4729
"D6",7.5,0.5575
"D6",8,0.6472
"D6",8.5,0.7354
"D6",9,0.8237
"D6",9.5,0.9066
"D6",10,0.9712
"D6",10.5,1.0282
"D6",11,1.0795
"D6",11.5,1.1164
"D6",12,1.1525
"D6",12.5,1.1712
"D6",13,1.1924
"D6",13.5,1.2034
"D6",14,1.213
"D6",14.5,1.2206
"D6",15,1.2309
"D6",15.5,1.2325
"D6",16,1.2398
"D6",16.5,1.242
"D6",17,1.2474
"D6",17.5,1.2441
"D6",18,1.243
"D6",18.5,1.2521
"D6",19,1.2492
"D6",19.5,1.2477
"D6",20,1.2447
"D6",20.5,1.2467
"D6",21,1.253
"D6",21.5,1.2457
"D6",22,1.2493
"D6",22.5,1.2494
"D6",23,1.2494
"D6",23.5,1.249
"D6",24,1.2473
"D7",0,0.0618
"D7",0.5,0.0629
"D7",1,0.0707
"D7",1.5,0.0724
"D7",2,0.0799
"D7",2.5,0.0869
"D7",3,0.1086
"D7",3.5,0.1201
"D7",4,0.1517
"D7",4.5,0.1849
"D7",5,0.226
"D7",5.5,0.2764
"D7",6,0.3352
"D7",6.5,0.4012
"D7",7,0.4864
"D7",7.5,0.5711
"D7",8,0.6564
"D7",8.5,0.7528
"D7",9,0.8349
"D7",9.5,0.917
"D7",10,0.9888
"D7",10.5,1.049
"D7",11,1.1032
"D7",11.5,1.1403
"D7",12,1.1694
"D7",12.5,1.195
"D7",13,1.2142
"D7",13.5,1.231
"D7",14,1.2431
"D7",14.5,1.2485
"D7",15,1.2549
"D7",15.5,1.2621
"D7",16,1.2614
"D7",16.5,1.2661
"D7",17,1.2681
"D7",17.5,1.2676
"D7",18,1.269
"D7",18.5,1.2708
"D7",19,1.2697
"D7",19.5,1.2725
"D7",20,1.2693
"D7",20.5,1.2745
"D7",21,1.2721
"D7",21.5,1.276
"D7",22,1.275
"D7",22.5,1.2723
"D7",23,1.2728
"D7",23.5,1.2757
"D7",24,1.2761
"D8",0,0.0596
"D8",0.5,0.0647
"D8",1,0.0704
"D8",1.5,0.0738
"D8",2,0.0854
"D8",2.5,0.0983
"D8",3,0.1101
"D8",3.5,0.1307
"D8",4,0.1536
"D8",4.5,0.1862
"D8",5,0.2215
"D8",5.5,0.2743
"D8",6,0.3345
"D8",6.5,0.3989
"D8",7,0.4888
"D8",7.5,0.5694
"D8",8,0.6552
"D8",8.5,0.7531
"D8",9,0.8421
"D8",9.5,0.9185
"D8",10,0.9895
"D8",10.5,1.0523
"D8",11,1.0986
"D8",11.5,1.1366
"D8",12,1.1705
"D8",12.5,1.199
"D8",13,1.2148
"D8",13.5,1.2303
"D8",14,1.2469
"D8",14.5,1.2468
"D8",15,1.2516
"D8",15.5,1.2623
"D8",16,1.2582
"D8",16.5,1.2694
"D8",17,1.2647
"D8",17.5,1.2679
"D8",18,1.2754
"D8",18.5,1.2681
"D8",19,1.2697
"D8",19.5,1.2656
"D8",20,1.2669
"D8",20.5,1.2682
"D8",21,1.2732
"D8",21.5,1.2677
"D8",22,1.272
"D8",22.5,1.2724
"D8",23,1.2711
"D8",23.5,1.2742
"D8",24,1.273
"D9",0,0.0602
"D9",0.5,0.0625
"D9",1,0.0658
"D9",1.5,0.0763
"D9",2,0.0803
"D9",2.5,0.0926
"D9",3,0.106
"D9",3.5,0.117
"D9",4,0.1516
"D9",4.5,0.1812
"D9",5,0.2174
"D9",5.5,0.2727
"D9",6,0.3235
"D9",6.5,0.391
"D9",7,0.4725
"D9",7.5,0.5563
"D9",8,0.6514
"D9",8.5,0.7385
"D9",9,0.8225
"D9",9.5,0.9018
"D9",10,0.9679
"D9",10.5,1.0301
"D9",11,1.0787
"D9",11.5,1.1172
"D9",12,1.1484
"D9",12.5,1.1693
"D9",13,1.1941
"D9",13.5,1.201
"D9",14,1.2229
"D9",14.5,1.2292
"D9",15,1.232
"D9",15.5,1.2309
"D9",16,1.2396
"D9",16.5,1.2359
"D9",17,1.2419
"D9",17.5,1.2465
"D9",18,1.2477
"D9",18.5,1.246
"D9",19,1.2458
"D9",19.5,1.2477
"D9",20,1.2424
"D9",20.5,1.2463
"D9",21,1.2531
"D9",21.5,1.2425
"D9",22,1.2527
"D9",22.5,1.2495
"D9",23,1.2469
"D9",23.5,1.2547
"D9",24,1.2479
"D10",0,0.0524
"D10",0.5,0.0683
"D10",1,0.0761
"D10",1.5,0.075
"D10",2,0.0864
"D10",2.5,0.0936
"D10",3,0.113
"D10",3.5,0.1323
"D10",4,0.1514
"D10",4.5,0.1831
"D10",5,0.2296
"D10",5.5,0.276
"D10",6,0.3451
"D10",6.5,0.4148
"D10",7,0.497
"D10",7.5,0.9857
"D10",8,0.6795
"D10",8.5,0.7755
"D10",9,0.8616
"D10",9.5,0.9446
"D10",10,1.0161
"D10",10.5,1.0802
"D10",11,1.1267
"D10",11.5,1.1651
"D10",12,1.2012
"D10",12.5,1.2215
"D10",13,1.2438
"D10",13.5,1.2618
"D10",14,1.27
"D10",14.5,1.284
"D10",15,1.2878
"D10",15.5,1.2898
"D10",16,1.2989
"D10",16.5,1.2978
"D10",17,1.3027
"D10",17.5,1.3027
"D10",18,1.303
"D10",18.5,1.3012
"D10",19,1.2969
"D10",19.5,1.2993
"D10",20,1.301
"D10",20.5,1.3036
"D10",21,1.3094
"D10",21.5,1.3043
"D10",22,1.3006
"D10",22.5,1.3035
"D10",23,1.3074
"D10",23.5,1.3073
"D10",24,1.3036
"D11",0,0.0572
"D11",0.5,0.0641
"D11",1,0.0681
"D11",1.5,0.0667
"D11",2,0.0828
"D11",2.5,0.0879
"D11",3,0.102
"D11",3.5,0.1291
"D11",4,0.1512
"D11",4.5,0.1759
"D11",5,0.2216
"D11",5.5,0.2626
"D11",6,0.3249
"D11",6.5,0.3936
"D11",7,0.4701
"D11",7.5,0.5535
"D11",8,0.6363
"D11",8.5,0.723
"D11",9,0.812
"D11",9.5,0.8847
"D11",10,0.9505
"D11",10.5,1.0071
"D11",11,1.0617
"D11",11.5,1.0985
"D11",12,1.1311
"D11",12.5,1.1486
"D11",13,1.1695
"D11",13.5,1.1794
"D11",14,1.1934
"D11",14.5,1.1985
"D11",15,1.2082
"D11",15.5,1.2114
"D11",16,1.2191
"D11",16.5,1.2182
"D11",17,1.2179
"D11",17.5,1.2153
"D11",18,1.2201
"D11",18.5,1.2205
"D11",19,1.2262
"D11",19.5,1.2246
"D11",20,1.2217
"D11",20.5,1.2244
"D11",21,1.2243
"D11",21.5,1.225
"D11",22,1.2232
"D11",22.5,1.2277
"D11",23,1.2282
"D11",23.5,1.2208
"D11",24,1.2273
"D12",0,0.0504
"D12",0.5,0.0551
"D12",1,0.0595
"D12",1.5,0.0624
"D12",2,0.0736
"D12",2.5,0.0787
"D12",3,0.0833
"D12",3.5,0.1088
"D12",4,0.1229
"D12",4.5,0.1498
"D12",5,0.1834
"D12",5.5,0.2216
"D12",6,0.2706
"D12",6.5,0.3303
"D12",7,0.3882
"D12",7.5,0.4651
"D12",8,0.5398
"D12",8.5,0.6128
"D12",9,0.6852
"D12",9.5,0.7499
"D12",10,0.8069
"D12",10.5,0.8578
"D12",11,0.8927
"D12",11.5,0.9271
"D12",12,0.9517
"D12",12.5,0.974
"D12",13,0.9864
"D12",13.5,0.9978
"D12",14,1.0093
"D12",14.5,1.0146
"D12",15,1.0182
"D12",15.5,1.0238
"D12",16,1.0279
"D12",16.5,1.0282
"D12",17,1.0284
"D12",17.5,1.0326
"D12",18,1.0293
"D12",18.5,1.0325
"D12",19,1.0328
"D12",19.5,1.0385
"D12",20,1.0284
"D12",20.5,1.0349
"D12",21,1.0349
"D12",21.5,1.0345
"D12",22,1.038
"D12",22.5,1.0333
"D12",23,1.0345
"D12",23.5,1.0369
"D12",24,1.0338
"E1",0,0.048
"E1",0.5,0.0525
"E1",1,0.06
